Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea1,Lattitude,Longtitude,Regionname,Propertycount,Total Rooms,sum,Price2,CouncilArea,count
Doncaster,5/333 George St,3,Unit,772000,Property Sold,Barry,10/12/2016,13.9,3108,3,2,1,203,109,1986,Manningham ,-37.7776,145.1267,Eastern Metropolitan,9028,5,1,772000,MANNINGHAM,1
Doncaster,28 Dunoon St,4,House,1468000,Property Sold,Ray,12/11/2016,13.9,3108,4,2,2,806,170,1975,Manningham ,-37.7939,145.1392,Eastern Metropolitan,9028,6,1,1468000,MANNINGHAM,1
Doncaster,1/10 Madeleine St,4,Unit,753000,Property Sold,Barry,13/08/2016,13.9,3108,3,1,1,241,105,1970,Manningham ,-37.7743,145.1093,Eastern Metropolitan,9028,4,1,753000,MANNINGHAM,1
Doncaster,18c High St,3,Townhouse,746000,Property Sold,hockingstuart,15/10/2016,13.9,3108,3,2,2,118,106,2013,Manningham ,-37.7863,145.106,Eastern Metropolitan,9028,5,1,746000,MANNINGHAM,1
Doncaster,19 Gilmore Rd,3,House,1485000,Property Sold,Barry,16/04/2016,13.9,3108,3,2,2,731,140,1960,Manningham ,-37.7892,145.131,Eastern Metropolitan,9028,5,1,1485000,MANNINGHAM,1
Doncaster,22 Menarra St,3,House,1190000,Property Sold,Ray,16/04/2016,13.9,3108,3,1,1,658,140,1960,Manningham ,-37.7816,145.1066,Eastern Metropolitan,9028,4,1,1190000,MANNINGHAM,1
Doncaster,31 Massey St,3,House,900000,Passed In,Ray,16/07/2016,13.9,3108,2,2,2,366,150,2013,Manningham ,-37.792,145.1077,Eastern Metropolitan,9028,4,1,900000,MANNINGHAM,1
Doncaster,4 Benton Ct,3,House,1250000,Passed In,Jellis,17/09/2016,13.9,3108,3,2,1,728,150,1965,Manningham ,-37.7813,145.1318,Eastern Metropolitan,9028,5,1,1250000,MANNINGHAM,1
Doncaster,2 Louise Ct,3,House,1030000,Property Sold,Ray,17/09/2016,13.9,3108,3,1,1,827,100,1960,Manningham ,-37.7848,145.1029,Eastern Metropolitan,9028,4,1,1030000,MANNINGHAM,1
Doncaster,4/98 Church Rd,4,Townhouse,985000,Property Sold,Fletchers,18/03/2017,13.9,3108,4,2,2,182,160,1998,Manningham ,-37.7888,145.138,Eastern Metropolitan,9028,6,1,985000,MANNINGHAM,1
Doncaster,15 Glenda St,3,House,1300000,Property Sold,Jellis,18/03/2017,13.9,3108,3,1,2,651,119,1970,Manningham ,-37.7827,145.1051,Eastern Metropolitan,9028,4,1,1300000,MANNINGHAM,1
Doncaster,46 Winston Dr,4,House,1462500,Property Sold,Philip,18/06/2016,13.9,3108,4,3,2,654,160,1969,Manningham ,-37.7795,145.1294,Eastern Metropolitan,9028,7,1,1462500,MANNINGHAM,1
Doncaster,24 Outlook Dr,3,House,1250000,Passed In,Fletchers,19/11/2016,13.9,3108,3,2,2,900,195,1970,Manningham ,-37.7902,145.1344,Eastern Metropolitan,9028,5,1,1250000,MANNINGHAM,1
Doncaster,7 Reddan Ct,4,House,1460800,Sold Prior to Auction,Jellis,19/11/2016,13.9,3108,4,3,2,654,305,1970,Manningham ,-37.7856,145.1088,Eastern Metropolitan,9028,7,1,1460800,MANNINGHAM,1
Doncaster,18 Roseland Gr,3,House,1152500,Property Sold,Barry,19/11/2016,13.9,3108,3,2,2,648,129,1980,Manningham ,-37.7798,145.1368,Eastern Metropolitan,9028,5,1,1152500,MANNINGHAM,1
Doncaster,5 Iskandar Pl,5,House,1650000,Vender Bid,Jellis,22/05/2016,13.9,3108,5,4,2,500,429,2007,Manningham ,-37.7863,145.1105,Eastern Metropolitan,9028,9,1,1650000,MANNINGHAM,1
Doncaster,741 Elgar Rd,3,House,1391000,Property Sold,Ray,23/04/2016,13.9,3108,3,1,1,764,175,1965,Manningham ,-37.7934,145.1207,Eastern Metropolitan,9028,4,1,1391000,MANNINGHAM,1
Doncaster,4/20 Wetherby Rd,2,Unit,452000,Property Sold,Parkes,23/04/2016,13.9,3108,2,1,1,67,68,1975,Manningham ,-37.7887,145.1436,Eastern Metropolitan,9028,3,1,452000,MANNINGHAM,1
Doncaster,3/103 Church Rd,3,Townhouse,1102200,Sold Prior to Auction,Jellis,25/02/2017,13.9,3108,3,2,2,233,175,2012,Manningham ,-37.7881,145.1371,Eastern Metropolitan,9028,5,1,1102200,MANNINGHAM,1
Doncaster,378 Manningham Rd,4,House,1401000,Property Sold,RW,25/02/2017,13.9,3108,4,3,2,650,261,1970,Manningham ,-37.7785,145.1212,Eastern Metropolitan,9028,7,1,1401000,MANNINGHAM,1
Doncaster,5 Robin Ct,4,House,1782000,Property Sold,Barry,25/02/2017,13.9,3108,4,3,3,586,306,2002,Manningham ,-37.7739,145.1287,Eastern Metropolitan,9028,7,1,1782000,MANNINGHAM,1
Doncaster,12 Norfolk Cct,4,House,1520000,Property Sold,Barry,26/07/2016,13.9,3108,4,3,2,657,275,2010,Manningham ,-37.7954,145.1379,Eastern Metropolitan,9028,7,1,1520000,MANNINGHAM,1
Doncaster,13b Outlook Dr,3,House,878000,Property Sold,Barry,27/06/2016,13.9,3108,3,2,2,0,163,2001,Manningham ,-37.7901,145.1341,Eastern Metropolitan,9028,5,1,878000,MANNINGHAM,1
Doncaster,3/11 Frank St,4,Townhouse,973500,Property Sold,Ray,27/11/2016,13.9,3108,4,2,2,234,160,2009,Manningham ,-37.7932,145.1275,Eastern Metropolitan,9028,6,1,973500,MANNINGHAM,1
Doncaster,183a High St,3,Unit,751800,Sold Prior to Auction,Jellis,27/11/2016,13.9,3108,3,1,2,109,120,2001,Manningham ,-37.7749,145.1138,Eastern Metropolitan,9028,4,1,751800,MANNINGHAM,1
Doncaster,8 Howard Ct,3,House,1100000,Vender Bid,Vic,27/11/2016,13.9,3108,3,2,2,771,169,1960,Manningham ,-37.7765,145.117,Eastern Metropolitan,9028,5,1,1100000,MANNINGHAM,1
Doncaster,394 Manningham Rd,3,House,1202000,Property Sold,Barry,27/11/2016,13.9,3108,3,2,2,649,150,1965,Manningham ,-37.7794,145.1224,Eastern Metropolitan,9028,5,1,1202000,MANNINGHAM,1
Doncaster,25 Outlook Dr,3,House,1362000,Property Sold,Philip,27/11/2016,13.9,3108,3,1,2,798,132,1960,Manningham ,-37.7894,145.1333,Eastern Metropolitan,9028,4,1,1362000,MANNINGHAM,1
Doncaster,7 Botanic Dr,4,House,1810000,Property Sold,Jellis,28/05/2016,13.9,3108,4,2,4,769,240,1970,Manningham ,-37.7781,145.1337,Eastern Metropolitan,9028,6,1,1810000,MANNINGHAM,1
Doncaster,34 Ayr St,3,House,826000,Property Sold,Assisi,28/08/2016,13.9,3108,3,1,4,192,278,,Manningham ,-37.7837,145.1027,Eastern Metropolitan,9028,4,1,826000,MANNINGHAM,1
Eaglemont,6 Ashby Gr,5,House,1901000,Property Sold,Nelson,10/09/2016,10.3,3084,3,2,2,963,225,1925,Banyule ,-37.7674,145.0518,Eastern Metropolitan,1651,5,1,1901000,BANYULE,1
Eaglemont,76 Castle St,4,House,1650000,Vender Bid,Miles,10/09/2016,10.3,3084,4,3,2,724,327,1940,Banyule ,-37.7594,145.0594,Eastern Metropolitan,1651,7,1,1650000,BANYULE,1
Eaglemont,27 Glen Dr,3,House,1816000,Property Sold,Nelson,12/11/2016,10.3,3084,3,1,2,846,180,1955,Banyule ,-37.7666,145.0591,Eastern Metropolitan,1651,4,1,1816000,BANYULE,1
Eaglemont,1/16 Cape St,2,Unit,525000,Property Sold,Miles,14/05/2016,10.3,3084,2,1,1,79,70,1970,Banyule ,-37.7612,145.0663,Eastern Metropolitan,1651,3,1,525000,BANYULE,1
Eaglemont,61 Glenard Dr,4,House,2050000,Property Sold,Miles,15/10/2016,10.3,3084,4,3,2,723,290,1950,Banyule ,-37.7615,145.0705,Eastern Metropolitan,1651,7,1,2050000,BANYULE,1
Eaglemont,47 Ormond Rd,5,House,1930000,Property Sold,Miles,15/10/2016,10.3,3084,5,2,1,939,236,1930,Banyule ,-37.7659,145.0585,Eastern Metropolitan,1651,7,1,1930000,BANYULE,1
Eaglemont,14 Cumberland St,4,House,2600000,Vender Bid,Nelson,18/06/2016,10.3,3084,3,2,3,871,322,1937,Banyule ,-37.7612,145.0676,Eastern Metropolitan,1651,5,1,2600000,BANYULE,1
Eaglemont,2/12 Ashby Gr,2,Unit,600000,Sold Prior to Auction,Miles,23/04/2016,10.3,3084,2,1,1,112,95,1970,Banyule ,-37.7669,145.0521,Eastern Metropolitan,1651,3,1,600000,BANYULE,1
Eaglemont,34 Durham St,3,House,1601000,Property Sold,Miles,26/07/2016,10.3,3084,3,1,1,872,136,1960,Banyule ,-37.7618,145.0649,Eastern Metropolitan,1651,4,1,1601000,BANYULE,1
Eaglemont,107 Banksia St,3,House,1100000,Vender Bid,Holland,27/06/2016,10.3,3084,3,2,1,555,300,1988,Banyule ,-37.7585,145.0568,Eastern Metropolitan,1651,5,1,1100000,BANYULE,1
Eaglemont,8 Outlook Dr,4,House,2550000,Vender Bid,Miles,27/11/2016,10.3,3084,4,2,2,1484,478,1970,Banyule ,-37.769,145.0616,Eastern Metropolitan,1651,6,1,2550000,BANYULE,1
Eaglemont,2/84 The Righi,3,Unit,1190000,Property Sold,Miles,27/11/2016,10.3,3084,3,2,2,0,148,1975,Banyule ,-37.7623,145.0569,Eastern Metropolitan,1651,5,1,1190000,BANYULE,1
Eaglemont,13 Warne St,4,House,2012000,Property Sold,Nelson,27/11/2016,10.3,3084,4,3,2,597,245,1940,Banyule ,-37.765,145.0646,Eastern Metropolitan,1651,7,1,2012000,BANYULE,1
Eaglemont,20 Glenard Dr,4,House,2309000,Property Sold,Nelson,28/08/2016,10.3,3084,4,3,2,1177,291,1960,Banyule ,-37.7652,145.0687,Eastern Metropolitan,1651,7,1,2309000,BANYULE,1
Elsternwick,30 Ross St,2,House,900000,Vender Bid,Gary,3/09/2016,8.5,3185,2,1,2,239,110,1940,Glen Eira ,-37.8845,144.999,Southern Metropolitan,4898,3,1,900000,GLEN EIRA,1
Elsternwick,393 Kooyong Rd,3,House,1625000,Property Sold,Biggin,3/12/2016,8.5,3185,3,2,2,447,181,1920,Glen Eira ,-37.8912,145.0138,Southern Metropolitan,4898,5,1,1625000,GLEN EIRA,1
Elsternwick,8 Ross St,4,House,1100000,Vender Bid,hockingstuart,3/12/2016,8.5,3185,4,2,0,147,159,1910,Glen Eira ,-37.8852,144.9997,Southern Metropolitan,4898,6,1,1100000,GLEN EIRA,1
Elsternwick,4 Buxton St,3,House,1755000,Property Sold,Gary,7/05/2016,8.5,3185,3,2,1,391,173,1905,Glen Eira ,-37.8885,145.0133,Southern Metropolitan,4898,5,1,1755000,GLEN EIRA,1
Elsternwick,44 Hartington St,4,House,1400000,Sold Prior to Auction,Biggin,7/05/2016,8.5,3185,4,1,1,489,150,1910,Glen Eira ,-37.8916,145.0123,Southern Metropolitan,4898,5,1,1400000,GLEN EIRA,1
Elsternwick,1/34 Clarence St,3,Unit,1240000,Property Sold,Hodges,7/11/2016,8.5,3185,3,2,2,319,123,1990,Glen Eira ,-37.8922,145.0112,Southern Metropolitan,4898,5,1,1240000,GLEN EIRA,1
Elsternwick,1/20 College St,2,Unit,700000,Property Sold,Biggin,7/11/2016,8.5,3185,2,1,2,99,92,,Glen Eira ,-37.8951,145.0085,Southern Metropolitan,4898,3,1,700000,GLEN EIRA,1
Elsternwick,4/585 Glen Huntly Rd,2,Unit,591000,Property Sold,Buxton,10/12/2016,8.5,3185,2,1,1,815,62,2008,Glen Eira ,-37.8857,145.0136,Southern Metropolitan,4898,3,1,591000,GLEN EIRA,1
Elsternwick,14/18 King St,2,Unit,537000,Property Sold,Biggin,10/12/2016,8.5,3185,2,1,1,0,79,1970,Glen Eira ,-37.8838,145.0095,Southern Metropolitan,4898,3,1,537000,GLEN EIRA,1
Elsternwick,3/26 Ross St,3,House,800000,Vender Bid,Hodges,10/12/2016,8.5,3185,3,2,2,331,112,2010,Glen Eira ,-37.8847,144.9992,Southern Metropolitan,4898,5,1,800000,GLEN EIRA,1
Elsternwick,12 Rusden St,3,House,965000,Passed In,Biggin,10/12/2016,8.5,3185,3,1,2,275,119,1900,Glen Eira ,-37.8859,144.9994,Southern Metropolitan,4898,4,1,965000,GLEN EIRA,1
Elsternwick,2/21 Gisborne St,2,House,1160000,Sold Prior to Auction,Chisholm,12/11/2016,8.5,3185,2,2,2,155,137,2011,Glen Eira ,-37.8887,145.0046,Southern Metropolitan,4898,4,1,1160000,GLEN EIRA,1
Elsternwick,11/39 Horne St,3,Townhouse,820000,Vender Bid,McGrath,12/11/2016,8.5,3185,3,2,2,108,3,2002,Glen Eira ,-37.8858,145.0012,Southern Metropolitan,4898,5,1,820000,GLEN EIRA,1
Elsternwick,17 Staniland Gr,4,House,2600000,Property Sold,Biggin,13/08/2016,8.5,3185,4,2,2,527,184,1880,Glen Eira ,-37.883,145.0043,Southern Metropolitan,4898,6,1,2600000,GLEN EIRA,1
Elsternwick,5 Baxter St,3,House,1390000,Passed In,Biggin,15/10/2016,8.5,3185,3,1,2,463,102,,Glen Eira ,-37.8879,145.0134,Southern Metropolitan,4898,4,1,1390000,GLEN EIRA,1
Elsternwick,3/477 Kooyong Rd,3,Townhouse,1071000,Property Sold,Biggin,16/04/2016,8.5,3185,3,2,2,179,125,2000,Glen Eira ,-37.8961,145.0125,Southern Metropolitan,4898,5,1,1071000,GLEN EIRA,1
Elsternwick,21 Liscard St,3,House,1800000,Property Sold,Biggin,16/04/2016,8.5,3185,3,2,2,492,181,1905,Glen Eira ,-37.8789,145.0048,Southern Metropolitan,4898,5,1,1800000,GLEN EIRA,1
Elsternwick,2 Park St,3,House,2345000,Property Sold,Biggin,16/04/2016,8.5,3185,3,2,1,419,204,1908,Glen Eira ,-37.8817,145.0126,Southern Metropolitan,4898,5,1,2345000,GLEN EIRA,1
Elsternwick,5/16 St Georges Rd,2,Unit,741000,Property Sold,Biggin,16/04/2016,8.5,3185,3,1,1,0,1561,1966,Glen Eira ,-37.8829,145.0033,Southern Metropolitan,4898,4,1,741000,GLEN EIRA,1
Elsternwick,12/66 Riddell Pde,2,Unit,626000,Property Sold,Gary,17/09/2016,8.5,3185,2,1,1,1764,100,1930,Glen Eira ,-37.8889,145.0043,Southern Metropolitan,4898,3,1,626000,GLEN EIRA,1
Elsternwick,1 Bent St,3,House,2160000,Property Sold,Biggin,18/03/2017,8.5,3185,3,1,1,590,185,,Glen Eira ,-37.8807,145.0005,Southern Metropolitan,4898,4,1,2160000,GLEN EIRA,1
Elsternwick,15 Murray St,4,House,3000000,Property Sold,Biggin,18/03/2017,8.5,3185,4,2,2,661,204,,Glen Eira ,-37.8844,145.0117,Southern Metropolitan,4898,6,1,3000000,GLEN EIRA,1
Elsternwick,9 Ripon Gr,4,House,1650000,Passed In,Biggin,18/06/2016,8.5,3185,1,3,2,386,185,1913,Glen Eira ,-37.883,144.999,Southern Metropolitan,4898,4,1,1650000,GLEN EIRA,1
Elsternwick,17/39 Horne St,3,Townhouse,850000,Passed In,Scott,19/11/2016,8.5,3185,3,2,2,108,142,2000,Glen Eira ,-37.8861,145.0014,Southern Metropolitan,4898,5,1,850000,GLEN EIRA,1
Elsternwick,87 Orrong Rd,3,House,1750000,Vender Bid,Buxton,19/11/2016,8.5,3185,3,2,2,517,207,1900,Glen Eira ,-37.8813,145.0063,Southern Metropolitan,4898,5,1,1750000,GLEN EIRA,1
Elsternwick,31 Prentice St,3,House,1450000,Property Sold,Biggin,19/11/2016,8.5,3185,3,1,2,351,108,1915,Glen Eira ,-37.8832,145.0133,Southern Metropolitan,4898,4,1,1450000,GLEN EIRA,1
Elsternwick,20 Shoobra Rd,4,House,2806000,Property Sold,Biggin,19/11/2016,8.5,3185,4,3,2,669,255,1930,Glen Eira ,-37.8871,145.0081,Southern Metropolitan,4898,7,1,2806000,GLEN EIRA,1
Elsternwick,1/28 Clarence St,3,Unit,782000,Property Sold,Gary,22/05/2016,8.5,3185,3,1,1,0,95,1970,Glen Eira ,-37.8921,145.0106,Southern Metropolitan,4898,4,1,782000,GLEN EIRA,1
Elsternwick,5/39 Horne St,4,House,1007000,Property Sold,Pride,22/05/2016,8.5,3185,4,2,2,125,200,2000,Glen Eira ,-37.8855,145.001,Southern Metropolitan,4898,6,1,1007000,GLEN EIRA,1
Elsternwick,3 Clarence St,4,House,1450000,Passed In,Biggin,22/08/2016,8.5,3185,4,2,2,376,192,1917,Glen Eira ,-37.892,145.008,Southern Metropolitan,4898,6,1,1450000,GLEN EIRA,1
Elsternwick,37/2 Gordon St,2,Unit,500000,Property Sold,Gary,22/08/2016,8.5,3185,1,1,1,0,59,2006,Glen Eira ,-37.8822,144.9994,Southern Metropolitan,4898,2,1,500000,GLEN EIRA,1
Elsternwick,53 Shoobra Rd,4,House,2600000,Sold Prior to Auction,Biggin,22/08/2016,8.5,3185,5,3,2,701,273,1885,Glen Eira ,-37.8897,145.008,Southern Metropolitan,4898,8,1,2600000,GLEN EIRA,1
Elsternwick,22 Ross St,2,House,895000,Property Sold,Owen,23/04/2016,8.5,3185,2,1,1,147,81,1915,Glen Eira ,-37.8849,144.9993,Southern Metropolitan,4898,3,1,895000,GLEN EIRA,1
Elsternwick,22 Carlingford St,4,House,2050000,Passed In,Biggin,27/06/2016,8.5,3185,3,3,2,420,270,2016,Glen Eira ,-37.8891,145.0102,Southern Metropolitan,4898,6,1,2050000,GLEN EIRA,1
Elsternwick,275 Kooyong Rd,3,House,1605000,Property Sold,Biggin,27/11/2016,8.5,3185,3,1,1,418,152,1890,Glen Eira ,-37.8831,145.0153,Southern Metropolitan,4898,4,1,1605000,GLEN EIRA,1
Elwood,8/44 Southey St,1,Unit,520000,Property Sold,Chisholm,3/09/2016,7.7,3184,1,1,1,0,51,1930,Port Phillip ,-37.8761,144.9871,Southern Metropolitan,8989,2,1,520000,PORT PHILLIP,1
Elwood,2/131 Brighton Rd,2,Unit,507000,Property Sold,Morleys,3/12/2016,7.7,3184,2,1,1,0,79,1970,Port Phillip ,-37.8752,144.9911,Southern Metropolitan,8989,3,1,507000,PORT PHILLIP,1
Elwood,6/217 Brighton Rd,2,Unit,525000,Property Sold,Wilson,3/12/2016,7.7,3184,2,1,1,553,83,1960,Port Phillip ,-37.8802,144.9942,Southern Metropolitan,8989,3,1,525000,PORT PHILLIP,1
Elwood,4/6 May St,2,Unit,750000,Property Sold,Gary,3/12/2016,7.7,3184,2,1,1,0,71,1930,Port Phillip ,-37.8791,144.9923,Southern Metropolitan,8989,3,1,750000,PORT PHILLIP,1
Elwood,10/125 Ormond Rd,1,Unit,510000,Property Sold,Chisholm,3/12/2016,7.7,3184,1,1,1,0,60,2001,Port Phillip ,-37.8857,144.9884,Southern Metropolitan,8989,2,1,510000,PORT PHILLIP,1
Elwood,14/9 Southey St,1,Unit,300000,Property Sold,hockingstuart,3/12/2016,7.7,3184,1,1,0,0,33,1930,Port Phillip ,-37.8749,144.9842,Southern Metropolitan,8989,2,1,300000,PORT PHILLIP,1
Elwood,4 Wilton Gr,3,Townhouse,1395000,Property Sold,Pride,4/02/2016,7.7,3184,3,2,1,400,126,1996,Port Phillip ,-37.8829,144.9797,Southern Metropolitan,8989,5,1,1395000,PORT PHILLIP,1
Elwood,12/27 Dickens St,2,Unit,855000,Property Sold,hockingstuart,4/03/2017,7.7,3184,2,1,1,1966,85,1960,Port Phillip ,-37.8725,144.9848,Southern Metropolitan,8989,3,1,855000,PORT PHILLIP,1
Elwood,8/203 Brighton Rd,2,Unit,790000,Property Sold,Marshall,4/06/2016,7.7,3184,2,1,2,0,85,1940,Port Phillip ,-37.8794,144.9938,Southern Metropolitan,8989,3,1,790000,PORT PHILLIP,1
Elwood,9/63 Ormond Rd,2,Unit,550000,Property Sold,Buxton/Advantage,6/08/2016,7.7,3184,2,1,1,0,68,1960,Port Phillip ,-37.8839,144.9855,Southern Metropolitan,8989,3,1,550000,PORT PHILLIP,1
Elwood,7/8 John St,1,Unit,357000,Property Sold,Chisholm,7/05/2016,7.7,3184,1,1,1,0,50,1965,Port Phillip ,-37.8785,144.9885,Southern Metropolitan,8989,2,1,357000,PORT PHILLIP,1
Elwood,7 Moore St,2,House,1210000,Property Sold,Pride,7/11/2016,7.7,3184,2,1,0,163,92,1890,Port Phillip ,-37.8778,144.9904,Southern Metropolitan,8989,3,1,1210000,PORT PHILLIP,1
Elwood,5/3 Ruskin St,2,Unit,825000,Property Sold,McGrath,7/11/2016,7.7,3184,2,1,2,0,86,1930,Port Phillip ,-37.874,144.9819,Southern Metropolitan,8989,3,1,825000,PORT PHILLIP,1
Elwood,31 Shelley St,3,House,1050000,Vender Bid,Chisholm,7/11/2016,7.7,3184,3,1,0,257,138,1920,Port Phillip ,-37.881,144.9841,Southern Metropolitan,8989,4,1,1050000,PORT PHILLIP,1
Elwood,1/99 Spray St,2,Unit,632000,Passed In,hockingstuart,7/11/2016,7.7,3184,2,1,1,0,54,1970,Port Phillip ,-37.8831,144.9855,Southern Metropolitan,8989,3,1,632000,PORT PHILLIP,1
Elwood,2/147 Glen Huntly Rd,1,Unit,485000,Property Sold,Buxton,8/10/2016,7.7,3184,1,1,1,0,43,1970,Port Phillip ,-37.8831,144.9918,Southern Metropolitan,8989,2,1,485000,PORT PHILLIP,1
Elwood,2/6 Southey St,2,Unit,575000,Passed In,Chisholm,8/10/2016,7.7,3184,2,1,0,483,57,1950,Port Phillip ,-37.874,144.9835,Southern Metropolitan,8989,3,1,575000,PORT PHILLIP,1
Elwood,6/43 Milton St,2,Unit,590000,Passed In,McGrath,10/09/2016,7.7,3184,2,1,1,0,77,1970,Port Phillip ,-37.8757,144.9853,Southern Metropolitan,8989,3,1,590000,PORT PHILLIP,1
Elwood,76 Byron St,3,House,1238000,Property Sold,Buxton,11/02/2017,7.7,3184,3,2,1,116,119,1996,Port Phillip ,-37.8789,144.9836,Southern Metropolitan,8989,5,1,1238000,PORT PHILLIP,1
Elwood,7/122 Glen Huntly Rd,2,Unit,510000,Passed In,hockingstuart,11/03/2017,7.7,3184,2,1,1,0,62,1950,Port Phillip ,-37.8831,144.9896,Southern Metropolitan,8989,3,1,510000,PORT PHILLIP,1
Elwood,32 Burns St,4,House,1875000,Property Sold,Pride,12/11/2016,7.7,3184,4,2,0,223,173,1910,Port Phillip ,-37.882,144.993,Southern Metropolitan,8989,6,1,1875000,PORT PHILLIP,1
Elwood,22/29 Dickens St,3,Unit,780000,Property Sold,Chisholm,12/11/2016,7.7,3184,3,1,1,0,100,1960,Port Phillip ,-37.8726,144.9846,Southern Metropolitan,8989,4,1,780000,PORT PHILLIP,1
Elwood,2/509 St Kilda St,3,House,878500,Property Sold,hockingstuart,12/11/2016,7.7,3184,3,2,1,75,122,2002,Port Phillip ,-37.8843,144.9917,Southern Metropolitan,8989,5,1,878500,PORT PHILLIP,1
Elwood,5 Tiuna Gr,3,House,3572000,Property Sold,Marshall,12/11/2016,7.7,3184,4,2,6,737,207,1915,Port Phillip ,-37.8839,144.9831,Southern Metropolitan,8989,6,1,3572000,PORT PHILLIP,1
Elwood,2/21 Milton St,2,Unit,560000,Passed In,Jellis,16/04/2016,7.7,3184,2,1,0,0,70,1930,Port Phillip ,-37.8751,144.987,Southern Metropolitan,8989,3,1,560000,PORT PHILLIP,1
Elwood,4/41 Shelley St,2,Unit,765000,Property Sold,Marshall,16/04/2016,7.7,3184,2,1,0,0,88,1940,Port Phillip ,-37.8809,144.9833,Southern Metropolitan,8989,3,1,765000,PORT PHILLIP,1
Elwood,3/145 Glen Huntly Rd,2,Unit,670000,Property Sold,Buxton,16/07/2016,7.7,3184,2,2,1,0,84,1970,Port Phillip ,-37.883,144.9916,Southern Metropolitan,8989,4,1,670000,PORT PHILLIP,1
Elwood,2 Docker St,3,House,1625000,Property Sold,McGrath,17/09/2016,7.7,3184,3,2,1,246,133,1950,Port Phillip ,-37.8861,144.9877,Southern Metropolitan,8989,5,1,1625000,PORT PHILLIP,1
Elwood,13/9 Milton St,2,Unit,1122000,Sold Prior to Auction,Biggin,17/09/2016,7.7,3184,2,2,1,0,104,1923,Port Phillip ,-37.8744,144.9888,Southern Metropolitan,8989,4,1,1122000,PORT PHILLIP,1
Elwood,6 Daley St,4,House,2400000,Passed In,Marshall,18/06/2016,7.7,3184,4,2,2,560,185,1920,Port Phillip ,-37.8822,144.9913,Southern Metropolitan,8989,6,1,2400000,PORT PHILLIP,1
Elwood,7/435 St Kilda St,2,Unit,655000,Passed In,Biggin,18/06/2016,7.7,3184,2,1,1,0,70,1965,Port Phillip ,-37.8902,144.9907,Southern Metropolitan,8989,3,1,655000,PORT PHILLIP,1
Elwood,2/129 Brighton Rd,2,Unit,684000,Sold Prior to Auction,McGrath,19/11/2016,7.7,3184,2,1,0,0,98,1930,Port Phillip ,-37.875,144.991,Southern Metropolitan,8989,3,1,684000,PORT PHILLIP,1
Elwood,6/26 Ruskin St,2,Unit,500000,Vender Bid,Wilson,22/05/2016,7.7,3184,2,1,1,0,63,1970,Port Phillip ,-37.8761,144.9821,Southern Metropolitan,8989,3,1,500000,PORT PHILLIP,1
Elwood,5/106 Addison St,2,Unit,680000,Sold Prior to Auction,Chisholm,24/09/2016,7.7,3184,2,1,1,0,67,1930,Port Phillip ,-37.8811,144.9797,Southern Metropolitan,8989,3,1,680000,PORT PHILLIP,1
Elwood,5/9 Dickens St,2,Unit,600000,Property Sold,hockingstuart,24/09/2016,7.7,3184,2,1,1,0,75,1960,Port Phillip ,-37.8715,144.9873,Southern Metropolitan,8989,3,1,600000,PORT PHILLIP,1
Elwood,7/76 Mitford St,1,Unit,370000,Passed In,Hodges,24/09/2016,7.7,3184,1,1,1,0,51,1960,Port Phillip ,-37.8767,144.9849,Southern Metropolitan,8989,2,1,370000,PORT PHILLIP,1
Elwood,3/211 Brighton Rd,1,Unit,390000,Vender Bid,hockingstuart,25/02/2017,7.7,3184,1,1,1,644,47,1960,Port Phillip ,-37.8798,144.994,Southern Metropolitan,8989,2,1,390000,PORT PHILLIP,1
Elwood,8/68 Goldsmith St,2,Unit,630000,Passed In,Hodges,25/02/2017,7.7,3184,2,1,1,0,70,1935,Port Phillip ,-37.8817,144.984,Southern Metropolitan,8989,3,1,630000,PORT PHILLIP,1
Elwood,2/4 Southey Ct,2,Unit,640000,Property Sold,Gary,25/02/2017,7.7,3184,2,1,0,0,80,1940,Port Phillip ,-37.8757,144.987,Southern Metropolitan,8989,3,1,640000,PORT PHILLIP,1
Elwood,201/115 Tennyson St,2,Unit,932000,Property Sold,Gary,25/02/2017,7.7,3184,2,2,1,799,110,2012,Port Phillip ,-37.8818,144.9918,Southern Metropolitan,8989,4,1,932000,PORT PHILLIP,1
Elwood,7/9 Tiuna Gr,2,Unit,645000,Property Sold,hockingstuart,25/02/2017,7.7,3184,2,1,1,0,75,1975,Port Phillip ,-37.8842,144.9829,Southern Metropolitan,8989,3,1,645000,PORT PHILLIP,1
Elwood,1/6 Wave St,1,Unit,347000,Property Sold,Gary,25/02/2017,7.7,3184,1,1,1,0,37,1970,Port Phillip ,-37.8839,144.9903,Southern Metropolitan,8989,2,1,347000,PORT PHILLIP,1
Elwood,3/1 Garden Ct,2,Unit,875000,Sold Prior to Auction,Chisholm,26/07/2016,7.7,3184,2,1,1,0,83,1930,Port Phillip ,-37.8725,144.9854,Southern Metropolitan,8989,3,1,875000,PORT PHILLIP,1
Elwood,7/25 Kingsley St,2,Unit,582500,Sold Prior to Auction,Chisholm,26/07/2016,7.7,3184,2,1,1,0,65,1970,Port Phillip ,-37.8895,144.9902,Southern Metropolitan,8989,3,1,582500,PORT PHILLIP,1
